pop_number,name,character,category,product_line,release_year,exclusivity,variant_flags,counts_toward_total,source,source_url,needs_review,notes
3,Spider-Man,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
3,Spider-Man Black & White,Spider-Man,peter,Pop! Marvel,,Fugitive Toys,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
3,Spider-Man Metallic,Spider-Man,peter,Pop! Marvel,2011,SDCC 2011,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
3,Spider-Man Red/Black,Spider-Man,peter,Pop! Marvel,,Hot Topic,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
15,Spider-Man,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
15,Spider-Man Glow-in-the-Dark Chase,Spider-Man,peter,Pop! Marvel,,Gemini,chase|glow,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
15,Spider-Man Glow-in-the-Dark Chase,Spider-Man,peter,Pop! Marvel,,Japan,chase|glow,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
15,Spider-Man Metallic,Spider-Man,peter,Pop! Marvel,,Japan Blu-Ray Set,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
15,Spider-Man Metallic,Spider-Man,peter,Pop! Marvel,2012,SDCC 2012,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
19,Spider-Man #300 (Comic Cover),Spider-Man,peter,Pop! Marvel,2023,Target Con 2023,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,
34,Peter Parker,Peter Parker,peter,Pop! Marvel,,Comikaze,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
35,Spider-Man (Art Series),Spider-Man,peter,Pop! Marvel,,Target,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,
45,Spider-Man,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
45,Spider-Man Metallic,Spider-Man,peter,Pop! Marvel,,Japan Premiere,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
51,Spider-Man in Spider-Mobile,Spider-Man,peter,Pop! Rides,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; Pop! Rides vehicle; not flagged oversized
79,Black Suit Spider-Man,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
79,Black Suit Spider-Man Glow-in-the-Dark,Spider-Man,peter,Pop! Marvel,,Walgreens,glow,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
81,Spider-Man 2099,Spider-Man 2099,spider_verse,Pop! Marvel,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
98,Spider-Man (Miles Morales),Miles Morales,spider_verse,Pop! Marvel,,Marvel Collector Corps (MCC),,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
107,Iron Spider,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
160,Spider-Man Action Pose,Spider-Man,peter,Pop! Marvel,,Marvel Collector Corps (MCC),,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
187,Scarlet Spider,Scarlet Spider,spider_verse,Pop! Marvel,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
195,Spider-Man (Stealth Suit) Glow-in-the-Dark,Spider-Man,peter,Pop! Marvel,,Hot Topic,glow,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
220,Spider-Man,Spider-Man,peter,Pop! Spider-Man: Homecoming,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
220,Spider-Man (with Web Wings),Spider-Man,peter,Pop! Spider-Man: Homecoming,,Marvel Collector Corps (MCC),,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
221,Spider-Man (Unmasked),Spider-Man,peter,Pop! Spider-Man: Homecoming,,Hot Topic,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
222,Spider-Man (Homemade Suit),Spider-Man,peter,Pop! Spider-Man: Homecoming,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
223,Spider-Man (Homemade Suit) (Unmasked),Spider-Man,peter,Pop! Spider-Man: Homecoming,,Walmart,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
224,Peter Parker,Peter Parker,peter,Pop! Spider-Man: Homecoming,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
225,Tony Stark (Holding Helmet),Tony Stark,friends_foes,Pop! Spider-Man: Homecoming,,SDCC 2017,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-homecoming-checklist/,false,
226,Tony Stark,Tony Stark,friends_foes,Pop! Spider-Man: Homecoming,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-homecoming-checklist/,false,
227,Vulture,Vulture,friends_foes,Pop! Spider-Man: Homecoming,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-homecoming-checklist/,false,
227,Vulture (Glow),Vulture,friends_foes,Pop! Spider-Man: Homecoming,,GameStop,glow,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-homecoming-checklist/,false,
233,Superior Spider-Man,Superior Spider-Man,friends_foes,Pop! Marvel,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
259,Spider-Man (Hanging),Spider-Man,peter,Pop! Spider-Man: Homecoming,,Walmart,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
265,Spider-Man (with Headphones),Spider-Man,peter,Pop! Spider-Man: Homecoming,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
270,Spider-Man (Big Time Suit),Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
287,Iron Spider,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
287,Iron Spider Red Chrome,Spider-Man,peter,Pop! Marvel,,Popcultcha,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
300,Iron Spider with Spider Legs,Spider-Man,peter,Pop! Marvel,,Target,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
302,Gwenom Spider-Man,Gwenom,spider_verse,Pop! Marvel,,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
305,Iron Spider Unmasked,Spider-Man,peter,Pop! Marvel,,BoxLunch,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
313,Six Arm Spider-Man,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
334,Spider-Man (White Spider),Spider-Man,peter,Pop! Spider-Man (Gamerverse),,GameStop,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
395,Spider-Man (Unmasked),Spider-Man,peter,Pop! Spider-Man (Gamerverse),,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"name disagreement: fpg='Spider-Man'; psg='Spider-Man (Unmasked)'; cc='Spider-Man (White-Spider) Gamerverse'; also listed by: cc, psg"
396,Mary Jane,Mary Jane,friends_foes,Pop! Spider-Man (Gamerverse),,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-gamerverse-checklist/,false,
397,Miles Morales,Miles Morales,spider_verse,Pop! Spider-Man (Gamerverse),,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"also listed by: cc, psg; funkypriceguide and cardboardconnection both reuse #397 for two different figures (Miles Morales Gamerverse and Spider-Man Holiday); in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
397,Spider-Man Holiday,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; funkypriceguide and cardboardconnection both reuse #397 for two different figures (Miles Morales Gamerverse and Spider-Man Holiday)
398,Mister Negative,Mister Negative,friends_foes,Pop! Spider-Man (Gamerverse),,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-gamerverse-checklist/,false,
399,Spider-Man (Negative Suit) (Glow),Spider-Man,peter,Pop! Spider-Man (Gamerverse),,GameStop,glow,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"name disagreement: fpg='Spider-Man (Glows In The Dark)'; psg='Spider-Man (Negative Suit) (Glow)'; cc='Spider-Man Glow-in-the-Dark Gamerverse'; also listed by: cc, psg"
402,Miles Morales,Miles Morales,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
402,Miles Morales Translucent,Miles Morales,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,Foot Locker,translucent,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
403,Miles Morales (Unmasked),Miles Morales,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
404,Peter Parker,Peter Parker,peter,Pop! Spider-Man: Into the Spider-Verse,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
405,Spider-Gwen,Spider-Gwen,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-into-the-spider-verse-checklist/,false,
406,Spider-Man Noir (with Hat),Spider-Man Noir,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
407,Prowler,Prowler,friends_foes,Pop! Spider-Man: Into the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-into-the-spider-verse-checklist/,false,
408,Green Goblin,Green Goblin,friends_foes,Pop! Spider-Man: Into the Spider-Verse,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-into-the-spider-verse-checklist/,false,
408,Green Goblin (10 inch),Green Goblin,friends_foes,Pop! Spider-Man: Into the Spider-Verse,,Target,oversized,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-into-the-spider-verse-checklist/,false,
409,Spider-Man Noir (without Hat),Spider-Man Noir,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
410,Spider-Ham,Spider-Ham,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
440,Iron Spider Gold Chrome,Spider-Man,peter,Pop! Marvel,,Fan Vote Winner,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,exclusivity conflict: fpg='Fan Vote Winner'; cc='Marvel Studios 10 Years'; also listed by: cc
468,Spider-Man (Hero Suit),Spider-Man,peter,Pop! Spider-Man: Far From Home,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
469,Spider-Man (Stealth Suit),Spider-Man,peter,Pop! Spider-Man: Far From Home,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
470,Spider-Man (Upgraded Suit),Spider-Man,peter,Pop! Spider-Man: Far From Home,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
471,MJ,MJ,friends_foes,Pop! Spider-Man: Far From Home,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
472,Happy Hogan,Happy Hogan,friends_foes,Pop! Spider-Man: Far From Home,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
473,Mysterio,Mysterio,friends_foes,Pop! Spider-Man: Far From Home,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
473,Mysterio (Glow),Mysterio,friends_foes,Pop! Spider-Man: Far From Home,,Walmart,glow,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
473,Mysterio (Lights Up),Mysterio,friends_foes,Pop! Spider-Man: Far From Home,,Marvel Collector Corps (MCC),,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
474,Molten Man,Molten Man,friends_foes,Pop! Spider-Man: Far From Home,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
474,Molten Man (Glow),Molten Man,friends_foes,Pop! Spider-Man: Far From Home,,GameStop,glow,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
475,Hydro-Man,Hydro-Man,friends_foes,Pop! Spider-Man: Far From Home,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
475,Hydro-Man (Glow),Hydro-Man,friends_foes,Pop! Spider-Man: Far From Home,,Barnes & Noble,glow,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
476,"Spider-Man (Stealth Suit, Goggles Up)",Spider-Man,peter,Pop! Spider-Man: Far From Home,,Target,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
477,Mysterio (without Helmet),Mysterio,friends_foes,Pop! Spider-Man: Far From Home,,Hot Topic,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
485,Spider-Man (Borrowed Jersey),Spider-Man,peter,Pop! Spider-Man: Far From Home,,Marvel Collector Corps (MCC) / Amazon,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg"
495,Spider-Man Patina,Spider-Man,peter,Pop! Marvel,,Target,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; patina is a finish with no matching flag in the allowed variant set; left unflagged
503,Spider-Punk,Spider-Punk,spider_verse,Pop! Spider-Man (Gamerverse),,PX Previews,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
520,Octo-Spidey,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
521,Spider-Man from Future Foundation,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
522,Spider-Man Bombastic Bag-Man,Spider-Man,peter,Pop! Marvel,,Walgreens,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"also listed by: cc; cardboardconnection lists #522 twice, the second row duplicating #521's name; that erroneous duplicate row was dropped during the merge"
523,Scarlet Spider (Kaine Parker),Scarlet Spider,spider_verse,Pop! Marvel,,Walgreens,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
529,Miles Morales (Casual),Miles Morales,spider_verse,Pop! Spider-Man: Into the Spider-Verse,,PX Previews,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
541,Miles Morales Gamer,Miles Morales,spider_verse,Pop! Marvel,2019,GameStop,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
542,Miles Morales Gamer Unmasked Chase,Miles Morales,spider_verse,Pop! Marvel,2019,GameStop,chase,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only
574,Iron Spider with Nano Gauntlet,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
593,Spider-Man,Spider-Man,peter,Pop! Marvel,,Hot Topic,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,
593,Spider-Man Diamond Collection BoxLunch,Spider-Man,peter,Pop! Marvel,,BoxLunch,diamond,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,
593,Spider-Man First Appearance (80 Years),Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,name disagreement: fpg='Spider-Man (Common)'; cc='Spider-Man First Appearance (80 Years)'; also listed by: cc
593,Spider-Man First Appearance Metallic,Spider-Man,peter,Pop! Marvel,,Hot Topic,metallic,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
598,Venomized Spider-Man,Venomized Spider-Man,peter,Pop! Spider-Man: Maximum Venom,,Walmart,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,"also listed by: cc, psg"
599,Venomized Captain Marvel,Venomized Captain Marvel,friends_foes,Pop! Spider-Man: Maximum Venom,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-maximum-venom-checklist/,false,
600,Venomized Miles Morales,Venomized Miles Morales,spider_verse,Pop! Spider-Man: Maximum Venom,,,,false,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,"also listed by: cc, psg; in the funkypriceguide core checklist but not a Peter Parker Spider-Man figure; flip counts_toward_total to false if the shelf stat should be strictly Peter-only"
601,Venomized Groot,Venomized Groot,friends_foes,Pop! Spider-Man: Maximum Venom,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-maximum-venom-checklist/,false,
602,Venomized Doctor Strange,Venomized Doctor Strange,friends_foes,Pop! Spider-Man: Maximum Venom,,,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-maximum-venom-checklist/,false,
602,Venomized Doctor Strange (Glow),Venomized Doctor Strange,friends_foes,Pop! Spider-Man: Maximum Venom,,Amazon,glow,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-maximum-venom-checklist/,false,
613,Venomized Groot (10 inch),Venomized Groot,friends_foes,Pop! Spider-Man: Maximum Venom,,,oversized,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-maximum-venom-checklist/,false,
614,Spider-Man (Captain Universe),Spider-Man,peter,Pop! Marvel,,Entertainment Earth,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,also listed by: cc
617,Spider-Man,Spider-Man,peter,Pop! Marvel,,,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,false,
621,J. Jonah Jameson,J. Jonah Jameson,friends_foes,Pop! Spider-Man: Far From Home,,Pop In A Box,,false,popshopguide,https://www.popshopguide.com/funko-pop-checklists/pop-marvel-checklist/pop-spider-man-far-from-home-checklist/,false,
625,Venom vs. Spider-Man Comic Moments,Spider-Man,peter,Pop! Marvel,,PX Previews,,true,funkypriceguide,https://funkypriceguide.com/checklist/funko-pop-spider-man/,true,also listed by: cc; single-box two-character comic-moments diorama; NOT flagged multipack (judgement call carried over from the funkypriceguide extraction)
